industry,lead_score_mean,lead_score_median,lead_score_std,website_visits_mean,email_clicks_mean,conversion_rate_mean,Recommendation
architect cutting-edge e-commerce,1.0,1.0,,7128.0,229.0,0.5389048991354467,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect cutting-edge interfaces,1.0,1.0,,6420.0,72.0,0.3445121951219512,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect cutting-edge web-readiness,1.0,1.0,,712.0,73.0,0.2288930581613508,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect distributed content,1.0,1.0,,2275.0,458.0,0.2830357142857143,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect distributed methodologies,1.0,1.0,,1039.0,414.0,0.1423982869379015,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect distributed portals,1.0,1.0,,820.0,42.0,0.1063122923588039,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect dot-com markets,1.0,1.0,,1086.0,91.0,0.672077922077922,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect dot-com partnerships,1.0,1.0,,7950.0,40.0,0.296983758700696,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect dynamic content,1.0,1.0,,7865.0,180.0,0.0213592233009708,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect dynamic users,1.0,1.0,,3490.0,374.0,0.2952286282306163,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect e-business applications,1.0,1.0,0.0,1910.0,416.5,0.37179253283483366,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect e-business bandwidth,1.0,1.0,,5326.0,442.0,0.2448233861144945,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect e-business e-markets,1.0,1.0,,9588.0,196.0,0.1546885694729637,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect e-business experiences,1.0,1.0,,8911.0,156.0,0.0316742081447963,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect e-business users,1.0,1.0,,3485.0,439.0,0.4425133689839572,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect efficient technologies,1.0,1.0,,5109.0,209.0,0.8783783783783784,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect end-to-end ROI,1.0,1.0,,2931.0,316.0,0.2025236593059937,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect end-to-end eyeballs,1.0,1.0,,4477.0,118.0,0.75,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect extensible architectures,1.0,1.0,,8188.0,465.0,0.2317073170731707,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect extensible experiences,1.0,1.0,,1112.0,303.0,3.7211538461538463,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect extensible markets,1.0,1.0,,6237.0,16.0,0.0398963730569948,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect frictionless deliverables,1.0,1.0,,6074.0,242.0,0.3594470046082949,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect frictionless info-mediaries,1.0,1.0,,8951.0,228.0,0.2545109211775878,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect frictionless mindshare,1.0,1.0,,4909.0,403.0,0.1799163179916318,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect front-end communities,1.0,1.0,,9720.0,44.0,0.0666666666666666,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect front-end paradigms,1.0,1.0,,5687.0,271.0,0.2564102564102564,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect front-end systems,1.0,1.0,,3626.0,287.0,0.275375939849624,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect front-end users,1.0,1.0,,2905.0,498.0,0.1925795053003533,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect global channels,1.0,1.0,,6286.0,335.0,0.174565560821485,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect global users,1.0,1.0,0.0,6067.5,382.0,0.08259801016822944,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect global vortals,1.0,1.0,,7984.0,406.0,0.4432692307692307,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect granular info-mediaries,1.0,1.0,,7095.0,220.0,0.1481670061099796,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect granular infrastructures,1.0,1.0,0.0,4424.0,240.0,0.35977672384589326,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect holistic bandwidth,1.0,1.0,,4793.0,384.0,0.1899247249565721,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect holistic e-markets,1.0,1.0,,5107.0,19.0,0.1639215686274509,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect impactful ROI,1.0,1.0,,1033.0,377.0,0.0158640226628895,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect impactful networks,1.0,1.0,,5665.0,346.0,0.0591133004926108,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect innovative supply-chains,1.0,1.0,0.0,3300.5,386.0,0.9056656774899882,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect innovative vortals,1.0,1.0,,8243.0,121.0,0.1566640685892439,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect integrated methodologies,1.0,1.0,,4546.0,94.0,0.4615384615384615,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect integrated synergies,1.0,1.0,,4472.0,375.0,0.3976945244956772,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect integrated vortals,1.0,1.0,,5023.0,25.0,0.3357142857142857,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect interactive mindshare,1.0,1.0,,4885.0,367.0,0.1501259445843828,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect interactive models,1.0,1.0,,5191.0,238.0,0.1062801932367149,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect interactive networks,1.0,1.0,,6355.0,30.0,3.869158878504673,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect interactive platforms,1.0,1.0,,8681.0,61.0,0.1087179487179487,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect intuitive architectures,1.0,1.0,,1113.0,437.0,0.3119533527696793,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect intuitive content,1.0,1.0,,7733.0,418.0,0.3314065510597302,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect intuitive partnerships,1.0,1.0,,3744.0,89.0,0.1822262118491921,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect killer e-business,1.0,1.0,,6786.0,402.0,0.8,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect leading-edge convergence,1.0,1.0,,6049.0,271.0,0.1509881422924901,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect leading-edge e-services,1.0,1.0,,3946.0,373.0,0.1684350132625994,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect leading-edge methodologies,1.0,1.0,,8961.0,262.0,0.3395696913002806,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect magnetic ROI,1.0,1.0,,5185.0,163.0,0.1106060606060606,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect magnetic functionalities,1.0,1.0,,3993.0,399.0,0.054054054054054,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect magnetic partnerships,1.0,1.0,,3928.0,282.0,0.2810810810810811,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect magnetic users,1.0,1.0,,426.0,427.0,0.181413112667091,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect mission-critical architectures,1.0,1.0,,2427.0,193.0,0.2635802469135802,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect mission-critical web services,1.0,1.0,,9101.0,104.0,0.2065637065637065,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect next-generation applications,1.0,1.0,,7103.0,158.0,0.1613832853025936,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect next-generation niches,1.0,1.0,,3930.0,436.0,0.2254951752158456,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect one-to-one convergence,1.0,1.0,,3735.0,89.0,0.2481902792140641,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect one-to-one infrastructures,1.0,1.0,,5134.0,100.0,0.2081280788177339,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect open-source methodologies,1.0,1.0,,4626.0,476.0,0.3018607856650586,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect open-source portals,1.0,1.0,,9091.0,204.0,1.2035087719298243,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect open-source users,1.0,1.0,,8186.0,39.0,0.0921828908554572,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect open-source web services,1.0,1.0,,3182.0,488.0,0.3675918979744936,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect out-of-the-box e-markets,1.0,1.0,,4673.0,195.0,0.2332155477031802,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
architect out-of-the-box experiences,1.0,1.0,,9906.0,464.0,0.3226032190342897,High potential. Recommend aggressive multi-channel marketing and highly personalized outreach.
